"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, id, numeric"
"float, id, numeric"
"float, numeric"
"float, id, numeric"
"float, id, numeric"
"float, id, numeric"
"float, id, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, id, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, date, temporal, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, date, temporal, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, id, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, id, numeric"
"float, numeric"
"float, id, numeric"
"float, numeric"
"float, numeric"
"float, id, numeric"
"float, id, numeric"
"float, numeric"
"float, id, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, id, numeric"
"float, id, numeric"
"float, id, numeric"
"float, id, numeric"
"float, id, numeric"
"float, id, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
